profile	id.accession	investigation.study.comment.project type	investigation.study assays.study assay technology type	dataset.study person.first name	dataset.study person.last name	dataset.study person.middle initials	dataset.study publication author list	id.accession_sample name	id.assay name	id.sample name	investigation.study.comment.data source accession	investigation.study.comment.doi	investigation.study.comment.project identifier	study.characteristics.organism	study.source name	condition_inferred	flight_status_inferred	tissue_inferred	tissue_inference_rule	tissue_inference_confidence
Mmus_C57-6T_SPL_GC_LAR_Rep7_G9	OSD-246	Spaceflight Study	RNA Sequencing (RNA-Seq)	Jonathan San-Huei Amanda Homer Nicholas Marie Valery Yi-Chun Sylvain Samrawit	Galazka Lai Polo Saravia-Butler Fogle Bense Dinh Boyko Chen Costes Gebre	M M W T V G	"[""Andrea Ballerini"",""Corrine Ying Xuan Chua"",""Jessica Rhudy"",""Antonia Susnjar"",""Nicola Di Trani"",""Priya R. Jain"",""Grit Laue"",""Danuta Lubicka"",""Yasaman Shirazi\u201a\u00c4\u00eaFard"",""Mauro Ferrari"",""Louis S. Stodieck"",""Samuel M. Cadena"",""Alessandro Grattoni""]"	OSD-246_Mmus_C57-6T_SPL_GC_LAR_Rep7_G9	OSD-246_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	Mmus_C57-6T_SPL_GC_LAR_Rep7_G9		10.26030/m33d-yq24	RR-6	Mus musculus	LAR GC 9 	ground_control	ground_or_control	spleen	SPL->spleen	high_explicit_sample_token
Mmus_C57-6T_SPL_GC_LAR_Rep8_G10	OSD-246	Spaceflight Study	RNA Sequencing (RNA-Seq)	Jonathan San-Huei Amanda Homer Nicholas Marie Valery Yi-Chun Sylvain Samrawit	Galazka Lai Polo Saravia-Butler Fogle Bense Dinh Boyko Chen Costes Gebre	M M W T V G	"[""Andrea Ballerini"",""Corrine Ying Xuan Chua"",""Jessica Rhudy"",""Antonia Susnjar"",""Nicola Di Trani"",""Priya R. Jain"",""Grit Laue"",""Danuta Lubicka"",""Yasaman Shirazi\u201a\u00c4\u00eaFard"",""Mauro Ferrari"",""Louis S. Stodieck"",""Samuel M. Cadena"",""Alessandro Grattoni""]"	OSD-246_Mmus_C57-6T_SPL_GC_LAR_Rep8_G10	OSD-246_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	Mmus_C57-6T_SPL_GC_LAR_Rep8_G10		10.26030/m33d-yq24	RR-6	Mus musculus	LAR GC 10 	ground_control	ground_or_control	spleen	SPL->spleen	high_explicit_sample_token
Mmus_C57-6T_SPL_GC_LAR_Rep9_G2	OSD-246	Spaceflight Study	RNA Sequencing (RNA-Seq)	Jonathan San-Huei Amanda Homer Nicholas Marie Valery Yi-Chun Sylvain Samrawit	Galazka Lai Polo Saravia-Butler Fogle Bense Dinh Boyko Chen Costes Gebre	M M W T V G	"[""Andrea Ballerini"",""Corrine Ying Xuan Chua"",""Jessica Rhudy"",""Antonia Susnjar"",""Nicola Di Trani"",""Priya R. Jain"",""Grit Laue"",""Danuta Lubicka"",""Yasaman Shirazi\u201a\u00c4\u00eaFard"",""Mauro Ferrari"",""Louis S. Stodieck"",""Samuel M. Cadena"",""Alessandro Grattoni""]"	OSD-246_Mmus_C57-6T_SPL_GC_LAR_Rep9_G2	OSD-246_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	Mmus_C57-6T_SPL_GC_LAR_Rep9_G2		10.26030/m33d-yq24	RR-6	Mus musculus	LAR GC 2	ground_control	ground_or_control	spleen	SPL->spleen	high_explicit_sample_token
Mmus_C57-6T_CLN_BSL_ISS-T_Rep1_B1	OSD-247	Spaceflight Study	RNA Sequencing (RNA-Seq)	Jonathan San-Huei Amanda Homer Nichloas Marie Valery Sylvain Samrawit	Galazka Lai Polo Saravia-Butler Fogle Bense Dinh Boyko Costes Gebre	M M W T V G	"[""Andrea Ballerini"",""Corrine Ying Xuan Chua"",""Jessica Rhudy"",""Antonia Susnjar"",""Nicola Di Trani"",""Priya R. Jain"",""Grit Laue"",""Danuta Lubicka"",""Yasaman Shirazi\u201a\u00c4\u00eaFard"",""Mauro Ferrari"",""Louis S. Stodieck"",""Samuel M. Cadena"",""Alessandro Grattoni""]"	OSD-247_Mmus_C57-6T_CLN_BSL_ISS-T_Rep1_B1	OSD-247_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000	Mmus_C57-6T_CLN_BSL_ISS-T_Rep1_B1		10.26030/g9z7-7b61	RR-6	Mus musculus	ISS-T Baseline 1	baseline_control	ground_or_control	colon	CLN->colon	high_explicit_sample_token
Mmus_C57-6T_CLN_BSL_ISS-T_Rep2_B3	OSD-247	Spaceflight Study	RNA Sequencing (RNA-Seq)	Jonathan San-Huei Amanda Homer Nichloas Marie Valery Sylvain Samrawit	Galazka Lai Polo Saravia-Butler Fogle Bense Dinh Boyko Costes Gebre	M M W T V G	"[""Andrea Ballerini"",""Corrine Ying Xuan Chua"",""Jessica Rhudy"",""Antonia Susnjar"",""Nicola Di Trani"",""Priya R. Jain"",""Grit Laue"",""Danuta Lubicka"",""Yasaman Shirazi\u201a\u00c4\u00eaFard"",""Mauro Ferrari"",""Louis S. Stodieck"",""Samuel M. Cadena"",""Alessandro Grattoni""]"	OSD-247_Mmus_C57-6T_CLN_BSL_ISS-T_Rep2_B3	OSD-247_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000	Mmus_C57-6T_CLN_BSL_ISS-T_Rep2_B3		10.26030/g9z7-7b61	RR-6	Mus musculus	ISS-T Baseline 3	baseline_control	ground_or_control	colon	CLN->colon	high_explicit_sample_token
Mmus_C57-6T_CLN_BSL_ISS-T_Rep3_B4	OSD-247	Spaceflight Study	RNA Sequencing (RNA-Seq)	Jonathan San-Huei Amanda Homer Nichloas Marie Valery Sylvain Samrawit	Galazka Lai Polo Saravia-Butler Fogle Bense Dinh Boyko Costes Gebre	M M W T V G	"[""Andrea Ballerini"",""Corrine Ying Xuan Chua"",""Jessica Rhudy"",""Antonia Susnjar"",""Nicola Di Trani"",""Priya R. Jain"",""Grit Laue"",""Danuta Lubicka"",""Yasaman Shirazi\u201a\u00c4\u00eaFard"",""Mauro Ferrari"",""Louis S. Stodieck"",""Samuel M. Cadena"",""Alessandro Grattoni""]"	OSD-247_Mmus_C57-6T_CLN_BSL_ISS-T_Rep3_B4	OSD-247_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000	Mmus_C57-6T_CLN_BSL_ISS-T_Rep3_B4		10.26030/g9z7-7b61	RR-6	Mus musculus	ISS-T Baseline 4	baseline_control	ground_or_control	colon	CLN->colon	high_explicit_sample_token
Mmus_C57-6T_CLN_BSL_ISS-T_Rep4_B5	OSD-247	Spaceflight Study	RNA Sequencing (RNA-Seq)	Jonathan San-Huei Amanda Homer Nichloas Marie Valery Sylvain Samrawit	Galazka Lai Polo Saravia-Butler Fogle Bense Dinh Boyko Costes Gebre	M M W T V G	"[""Andrea Ballerini"",""Corrine Ying Xuan Chua"",""Jessica Rhudy"",""Antonia Susnjar"",""Nicola Di Trani"",""Priya R. Jain"",""Grit Laue"",""Danuta Lubicka"",""Yasaman Shirazi\u201a\u00c4\u00eaFard"",""Mauro Ferrari"",""Louis S. Stodieck"",""Samuel M. Cadena"",""Alessandro Grattoni""]"	OSD-247_Mmus_C57-6T_CLN_BSL_ISS-T_Rep4_B5	OSD-247_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000	Mmus_C57-6T_CLN_BSL_ISS-T_Rep4_B5		10.26030/g9z7-7b61	RR-6	Mus musculus	ISS-T Baseline 5	baseline_control	ground_or_control	colon	CLN->colon	high_explicit_sample_token
Mmus_C57-6T_CLN_BSL_ISS-T_Rep5_B6	OSD-247	Spaceflight Study	RNA Sequencing (RNA-Seq)	Jonathan San-Huei Amanda Homer Nichloas Marie Valery Sylvain Samrawit	Galazka Lai Polo Saravia-Butler Fogle Bense Dinh Boyko Costes Gebre	M M W T V G	"[""Andrea Ballerini"",""Corrine Ying Xuan Chua"",""Jessica Rhudy"",""Antonia Susnjar"",""Nicola Di Trani"",""Priya R. Jain"",""Grit Laue"",""Danuta Lubicka"",""Yasaman Shirazi\u201a\u00c4\u00eaFard"",""Mauro Ferrari"",""Louis S. Stodieck"",""Samuel M. Cadena"",""Alessandro Grattoni""]"	OSD-247_Mmus_C57-6T_CLN_BSL_ISS-T_Rep5_B6	OSD-247_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000	Mmus_C57-6T_CLN_BSL_ISS-T_Rep5_B6		10.26030/g9z7-7b61	RR-6	Mus musculus	ISS-T Baseline 6	baseline_control	ground_or_control	colon	CLN->colon	high_explicit_sample_token
Mmus_C57-6T_CLN_BSL_ISS-T_Rep6_B7	OSD-247	Spaceflight Study	RNA Sequencing (RNA-Seq)	Jonathan San-Huei Amanda Homer Nichloas Marie Valery Sylvain Samrawit	Galazka Lai Polo Saravia-Butler Fogle Bense Dinh Boyko Costes Gebre	M M W T V G	"[""Andrea Ballerini"",""Corrine Ying Xuan Chua"",""Jessica Rhudy"",""Antonia Susnjar"",""Nicola Di Trani"",""Priya R. Jain"",""Grit Laue"",""Danuta Lubicka"",""Yasaman Shirazi\u201a\u00c4\u00eaFard"",""Mauro Ferrari"",""Louis S. Stodieck"",""Samuel M. Cadena"",""Alessandro Grattoni""]"	OSD-247_Mmus_C57-6T_CLN_BSL_ISS-T_Rep6_B7	OSD-247_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000	Mmus_C57-6T_CLN_BSL_ISS-T_Rep6_B7		10.26030/g9z7-7b61	RR-6	Mus musculus	ISS-T Baseline 7	baseline_control	ground_or_control	colon	CLN->colon	high_explicit_sample_token
Mmus_C57-6T_CLN_BSL_ISS-T_Rep7_B8	OSD-247	Spaceflight Study	RNA Sequencing (RNA-Seq)	Jonathan San-Huei Amanda Homer Nichloas Marie Valery Sylvain Samrawit	Galazka Lai Polo Saravia-Butler Fogle Bense Dinh Boyko Costes Gebre	M M W T V G	"[""Andrea Ballerini"",""Corrine Ying Xuan Chua"",""Jessica Rhudy"",""Antonia Susnjar"",""Nicola Di Trani"",""Priya R. Jain"",""Grit Laue"",""Danuta Lubicka"",""Yasaman Shirazi\u201a\u00c4\u00eaFard"",""Mauro Ferrari"",""Louis S. Stodieck"",""Samuel M. Cadena"",""Alessandro Grattoni""]"	OSD-247_Mmus_C57-6T_CLN_BSL_ISS-T_Rep7_B8	OSD-247_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000	Mmus_C57-6T_CLN_BSL_ISS-T_Rep7_B8		10.26030/g9z7-7b61	RR-6	Mus musculus	ISS-T Baseline 8	baseline_control	ground_or_control	colon	CLN->colon	high_explicit_sample_token
Mmus_C57-6T_CLN_BSL_ISS-T_Rep8_B9	OSD-247	Spaceflight Study	RNA Sequencing (RNA-Seq)	Jonathan San-Huei Amanda Homer Nichloas Marie Valery Sylvain Samrawit	Galazka Lai Polo Saravia-Butler Fogle Bense Dinh Boyko Costes Gebre	M M W T V G	"[""Andrea Ballerini"",""Corrine Ying Xuan Chua"",""Jessica Rhudy"",""Antonia Susnjar"",""Nicola Di Trani"",""Priya R. Jain"",""Grit Laue"",""Danuta Lubicka"",""Yasaman Shirazi\u201a\u00c4\u00eaFard"",""Mauro Ferrari"",""Louis S. Stodieck"",""Samuel M. Cadena"",""Alessandro Grattoni""]"	OSD-247_Mmus_C57-6T_CLN_BSL_ISS-T_Rep8_B9	OSD-247_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000	Mmus_C57-6T_CLN_BSL_ISS-T_Rep8_B9		10.26030/g9z7-7b61	RR-6	Mus musculus	ISS-T Baseline 9	baseline_control	ground_or_control	colon	CLN->colon	high_explicit_sample_token
Mmus_C57-6T_CLN_BSL_ISS-T_Rep9_B10	OSD-247	Spaceflight Study	RNA Sequencing (RNA-Seq)	Jonathan San-Huei Amanda Homer Nichloas Marie Valery Sylvain Samrawit	Galazka Lai Polo Saravia-Butler Fogle Bense Dinh Boyko Costes Gebre	M M W T V G	"[""Andrea Ballerini"",""Corrine Ying Xuan Chua"",""Jessica Rhudy"",""Antonia Susnjar"",""Nicola Di Trani"",""Priya R. Jain"",""Grit Laue"",""Danuta Lubicka"",""Yasaman Shirazi\u201a\u00c4\u00eaFard"",""Mauro Ferrari"",""Louis S. Stodieck"",""Samuel M. Cadena"",""Alessandro Grattoni""]"	OSD-247_Mmus_C57-6T_CLN_BSL_ISS-T_Rep9_B10	OSD-247_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000	Mmus_C57-6T_CLN_BSL_ISS-T_Rep9_B10		10.26030/g9z7-7b61	RR-6	Mus musculus	ISS-T Baseline 10	baseline_control	ground_or_control	colon	CLN->colon	high_explicit_sample_token
Mmus_C57-6T_CLN_BSL_LAR_Rep1_B1	OSD-247	Spaceflight Study	RNA Sequencing (RNA-Seq)	Jonathan San-Huei Amanda Homer Nichloas Marie Valery Sylvain Samrawit	Galazka Lai Polo Saravia-Butler Fogle Bense Dinh Boyko Costes Gebre	M M W T V G	"[""Andrea Ballerini"",""Corrine Ying Xuan Chua"",""Jessica Rhudy"",""Antonia Susnjar"",""Nicola Di Trani"",""Priya R. Jain"",""Grit Laue"",""Danuta Lubicka"",""Yasaman Shirazi\u201a\u00c4\u00eaFard"",""Mauro Ferrari"",""Louis S. Stodieck"",""Samuel M. Cadena"",""Alessandro Grattoni""]"	OSD-247_Mmus_C57-6T_CLN_BSL_LAR_Rep1_B1	OSD-247_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000	Mmus_C57-6T_CLN_BSL_LAR_Rep1_B1		10.26030/g9z7-7b61	RR-6	Mus musculus	LAR Baseline 1	baseline_control	ground_or_control	colon	CLN->colon	high_explicit_sample_token
Mmus_C57-6T_CLN_BSL_LAR_Rep2_B2	OSD-247	Spaceflight Study	RNA Sequencing (RNA-Seq)	Jonathan San-Huei Amanda Homer Nichloas Marie Valery Sylvain Samrawit	Galazka Lai Polo Saravia-Butler Fogle Bense Dinh Boyko Costes Gebre	M M W T V G	"[""Andrea Ballerini"",""Corrine Ying Xuan Chua"",""Jessica Rhudy"",""Antonia Susnjar"",""Nicola Di Trani"",""Priya R. Jain"",""Grit Laue"",""Danuta Lubicka"",""Yasaman Shirazi\u201a\u00c4\u00eaFard"",""Mauro Ferrari"",""Louis S. Stodieck"",""Samuel M. Cadena"",""Alessandro Grattoni""]"	OSD-247_Mmus_C57-6T_CLN_BSL_LAR_Rep2_B2	OSD-247_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000	Mmus_C57-6T_CLN_BSL_LAR_Rep2_B2		10.26030/g9z7-7b61	RR-6	Mus musculus	LAR Baseline 2	baseline_control	ground_or_control	colon	CLN->colon	high_explicit_sample_token
Mmus_C57-6T_CLN_BSL_LAR_Rep3_B3	OSD-247	Spaceflight Study	RNA Sequencing (RNA-Seq)	Jonathan San-Huei Amanda Homer Nichloas Marie Valery Sylvain Samrawit	Galazka Lai Polo Saravia-Butler Fogle Bense Dinh Boyko Costes Gebre	M M W T V G	"[""Andrea Ballerini"",""Corrine Ying Xuan Chua"",""Jessica Rhudy"",""Antonia Susnjar"",""Nicola Di Trani"",""Priya R. Jain"",""Grit Laue"",""Danuta Lubicka"",""Yasaman Shirazi\u201a\u00c4\u00eaFard"",""Mauro Ferrari"",""Louis S. Stodieck"",""Samuel M. Cadena"",""Alessandro Grattoni""]"	OSD-247_Mmus_C57-6T_CLN_BSL_LAR_Rep3_B3	OSD-247_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000	Mmus_C57-6T_CLN_BSL_LAR_Rep3_B3		10.26030/g9z7-7b61	RR-6	Mus musculus	LAR Baseline 3	baseline_control	ground_or_control	colon	CLN->colon	high_explicit_sample_token
Mmus_C57-6T_CLN_BSL_LAR_Rep4_B4	OSD-247	Spaceflight Study	RNA Sequencing (RNA-Seq)	Jonathan San-Huei Amanda Homer Nichloas Marie Valery Sylvain Samrawit	Galazka Lai Polo Saravia-Butler Fogle Bense Dinh Boyko Costes Gebre	M M W T V G	"[""Andrea Ballerini"",""Corrine Ying Xuan Chua"",""Jessica Rhudy"",""Antonia Susnjar"",""Nicola Di Trani"",""Priya R. Jain"",""Grit Laue"",""Danuta Lubicka"",""Yasaman Shirazi\u201a\u00c4\u00eaFard"",""Mauro Ferrari"",""Louis S. Stodieck"",""Samuel M. Cadena"",""Alessandro Grattoni""]"	OSD-247_Mmus_C57-6T_CLN_BSL_LAR_Rep4_B4	OSD-247_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000	Mmus_C57-6T_CLN_BSL_LAR_Rep4_B4		10.26030/g9z7-7b61	RR-6	Mus musculus	LAR Baseline 4	baseline_control	ground_or_control	colon	CLN->colon	high_explicit_sample_token
Mmus_C57-6T_CLN_BSL_LAR_Rep5_B5	OSD-247	Spaceflight Study	RNA Sequencing (RNA-Seq)	Jonathan San-Huei Amanda Homer Nichloas Marie Valery Sylvain Samrawit	Galazka Lai Polo Saravia-Butler Fogle Bense Dinh Boyko Costes Gebre	M M W T V G	"[""Andrea Ballerini"",""Corrine Ying Xuan Chua"",""Jessica Rhudy"",""Antonia Susnjar"",""Nicola Di Trani"",""Priya R. Jain"",""Grit Laue"",""Danuta Lubicka"",""Yasaman Shirazi\u201a\u00c4\u00eaFard"",""Mauro Ferrari"",""Louis S. Stodieck"",""Samuel M. Cadena"",""Alessandro Grattoni""]"	OSD-247_Mmus_C57-6T_CLN_BSL_LAR_Rep5_B5	OSD-247_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000	Mmus_C57-6T_CLN_BSL_LAR_Rep5_B5		10.26030/g9z7-7b61	RR-6	Mus musculus	LAR Baseline 5	baseline_control	ground_or_control	colon	CLN->colon	high_explicit_sample_token
Mmus_C57-6T_CLN_BSL_LAR_Rep6_B7	OSD-247	Spaceflight Study	RNA Sequencing (RNA-Seq)	Jonathan San-Huei Amanda Homer Nichloas Marie Valery Sylvain Samrawit	Galazka Lai Polo Saravia-Butler Fogle Bense Dinh Boyko Costes Gebre	M M W T V G	"[""Andrea Ballerini"",""Corrine Ying Xuan Chua"",""Jessica Rhudy"",""Antonia Susnjar"",""Nicola Di Trani"",""Priya R. Jain"",""Grit Laue"",""Danuta Lubicka"",""Yasaman Shirazi\u201a\u00c4\u00eaFard"",""Mauro Ferrari"",""Louis S. Stodieck"",""Samuel M. Cadena"",""Alessandro Grattoni""]"	OSD-247_Mmus_C57-6T_CLN_BSL_LAR_Rep6_B7	OSD-247_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000	Mmus_C57-6T_CLN_BSL_LAR_Rep6_B7		10.26030/g9z7-7b61	RR-6	Mus musculus	LAR Baseline 7	baseline_control	ground_or_control	colon	CLN->colon	high_explicit_sample_token
Mmus_C57-6T_CLN_BSL_LAR_Rep7_B8	OSD-247	Spaceflight Study	RNA Sequencing (RNA-Seq)	Jonathan San-Huei Amanda Homer Nichloas Marie Valery Sylvain Samrawit	Galazka Lai Polo Saravia-Butler Fogle Bense Dinh Boyko Costes Gebre	M M W T V G	"[""Andrea Ballerini"",""Corrine Ying Xuan Chua"",""Jessica Rhudy"",""Antonia Susnjar"",""Nicola Di Trani"",""Priya R. Jain"",""Grit Laue"",""Danuta Lubicka"",""Yasaman Shirazi\u201a\u00c4\u00eaFard"",""Mauro Ferrari"",""Louis S. Stodieck"",""Samuel M. Cadena"",""Alessandro Grattoni""]"	OSD-247_Mmus_C57-6T_CLN_BSL_LAR_Rep7_B8	OSD-247_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000	Mmus_C57-6T_CLN_BSL_LAR_Rep7_B8		10.26030/g9z7-7b61	RR-6	Mus musculus	LAR Baseline 8	baseline_control	ground_or_control	colon	CLN->colon	high_explicit_sample_token
Mmus_C57-6T_CLN_BSL_LAR_Rep8_B9	OSD-247	Spaceflight Study	RNA Sequencing (RNA-Seq)	Jonathan San-Huei Amanda Homer Nichloas Marie Valery Sylvain Samrawit	Galazka Lai Polo Saravia-Butler Fogle Bense Dinh Boyko Costes Gebre	M M W T V G	"[""Andrea Ballerini"",""Corrine Ying Xuan Chua"",""Jessica Rhudy"",""Antonia Susnjar"",""Nicola Di Trani"",""Priya R. Jain"",""Grit Laue"",""Danuta Lubicka"",""Yasaman Shirazi\u201a\u00c4\u00eaFard"",""Mauro Ferrari"",""Louis S. Stodieck"",""Samuel M. Cadena"",""Alessandro Grattoni""]"	OSD-247_Mmus_C57-6T_CLN_BSL_LAR_Rep8_B9	OSD-247_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000	Mmus_C57-6T_CLN_BSL_LAR_Rep8_B9		10.26030/g9z7-7b61	RR-6	Mus musculus	LAR Baseline 9	baseline_control	ground_or_control	colon	CLN->colon	high_explicit_sample_token
Mmus_C57-6T_CLN_BSL_LAR_Rep9_B10	OSD-247	Spaceflight Study	RNA Sequencing (RNA-Seq)	Jonathan San-Huei Amanda Homer Nichloas Marie Valery Sylvain Samrawit	Galazka Lai Polo Saravia-Butler Fogle Bense Dinh Boyko Costes Gebre	M M W T V G	"[""Andrea Ballerini"",""Corrine Ying Xuan Chua"",""Jessica Rhudy"",""Antonia Susnjar"",""Nicola Di Trani"",""Priya R. Jain"",""Grit Laue"",""Danuta Lubicka"",""Yasaman Shirazi\u201a\u00c4\u00eaFard"",""Mauro Ferrari"",""Louis S. Stodieck"",""Samuel M. Cadena"",""Alessandro Grattoni""]"	OSD-247_Mmus_C57-6T_CLN_BSL_LAR_Rep9_B10	OSD-247_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000	Mmus_C57-6T_CLN_BSL_LAR_Rep9_B10		10.26030/g9z7-7b61	RR-6	Mus musculus	LAR Baseline 10	baseline_control	ground_or_control	colon	CLN->colon	high_explicit_sample_token
Mmus_C57-6T_CLN_FLT_ISS-T_Rep1_F1	OSD-247	Spaceflight Study	RNA Sequencing (RNA-Seq)	Jonathan San-Huei Amanda Homer Nichloas Marie Valery Sylvain Samrawit	Galazka Lai Polo Saravia-Butler Fogle Bense Dinh Boyko Costes Gebre	M M W T V G	"[""Andrea Ballerini"",""Corrine Ying Xuan Chua"",""Jessica Rhudy"",""Antonia Susnjar"",""Nicola Di Trani"",""Priya R. Jain"",""Grit Laue"",""Danuta Lubicka"",""Yasaman Shirazi\u201a\u00c4\u00eaFard"",""Mauro Ferrari"",""Louis S. Stodieck"",""Samuel M. Cadena"",""Alessandro Grattoni""]"	OSD-247_Mmus_C57-6T_CLN_FLT_ISS-T_Rep1_F1	OSD-247_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000	Mmus_C57-6T_CLN_FLT_ISS-T_Rep1_F1		10.26030/g9z7-7b61	RR-6	Mus musculus	ISS-T Flight  1	flight	flight	colon	CLN->colon	high_explicit_sample_token
Mmus_C57-6T_CLN_FLT_ISS-T_Rep2_F3	OSD-247	Spaceflight Study	RNA Sequencing (RNA-Seq)	Jonathan San-Huei Amanda Homer Nichloas Marie Valery Sylvain Samrawit	Galazka Lai Polo Saravia-Butler Fogle Bense Dinh Boyko Costes Gebre	M M W T V G	"[""Andrea Ballerini"",""Corrine Ying Xuan Chua"",""Jessica Rhudy"",""Antonia Susnjar"",""Nicola Di Trani"",""Priya R. Jain"",""Grit Laue"",""Danuta Lubicka"",""Yasaman Shirazi\u201a\u00c4\u00eaFard"",""Mauro Ferrari"",""Louis S. Stodieck"",""Samuel M. Cadena"",""Alessandro Grattoni""]"	OSD-247_Mmus_C57-6T_CLN_FLT_ISS-T_Rep2_F3	OSD-247_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000	Mmus_C57-6T_CLN_FLT_ISS-T_Rep2_F3		10.26030/g9z7-7b61	RR-6	Mus musculus	ISS-T Flight  3	flight	flight	colon	CLN->colon	high_explicit_sample_token
Mmus_C57-6T_CLN_FLT_ISS-T_Rep3_F4	OSD-247	Spaceflight Study	RNA Sequencing (RNA-Seq)	Jonathan San-Huei Amanda Homer Nichloas Marie Valery Sylvain Samrawit	Galazka Lai Polo Saravia-Butler Fogle Bense Dinh Boyko Costes Gebre	M M W T V G	"[""Andrea Ballerini"",""Corrine Ying Xuan Chua"",""Jessica Rhudy"",""Antonia Susnjar"",""Nicola Di Trani"",""Priya R. Jain"",""Grit Laue"",""Danuta Lubicka"",""Yasaman Shirazi\u201a\u00c4\u00eaFard"",""Mauro Ferrari"",""Louis S. Stodieck"",""Samuel M. Cadena"",""Alessandro Grattoni""]"	OSD-247_Mmus_C57-6T_CLN_FLT_ISS-T_Rep3_F4	OSD-247_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000	Mmus_C57-6T_CLN_FLT_ISS-T_Rep3_F4		10.26030/g9z7-7b61	RR-6	Mus musculus	ISS-T Flight  4	flight	flight	colon	CLN->colon	high_explicit_sample_token
Mmus_C57-6T_CLN_FLT_ISS-T_Rep4_F5	OSD-247	Spaceflight Study	RNA Sequencing (RNA-Seq)	Jonathan San-Huei Amanda Homer Nichloas Marie Valery Sylvain Samrawit	Galazka Lai Polo Saravia-Butler Fogle Bense Dinh Boyko Costes Gebre	M M W T V G	"[""Andrea Ballerini"",""Corrine Ying Xuan Chua"",""Jessica Rhudy"",""Antonia Susnjar"",""Nicola Di Trani"",""Priya R. Jain"",""Grit Laue"",""Danuta Lubicka"",""Yasaman Shirazi\u201a\u00c4\u00eaFard"",""Mauro Ferrari"",""Louis S. Stodieck"",""Samuel M. Cadena"",""Alessandro Grattoni""]"	OSD-247_Mmus_C57-6T_CLN_FLT_ISS-T_Rep4_F5	OSD-247_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000	Mmus_C57-6T_CLN_FLT_ISS-T_Rep4_F5		10.26030/g9z7-7b61	RR-6	Mus musculus	ISS-T Flight  5	flight	flight	colon	CLN->colon	high_explicit_sample_token
Mmus_C57-6T_CLN_FLT_ISS-T_Rep5_F6	OSD-247	Spaceflight Study	RNA Sequencing (RNA-Seq)	Jonathan San-Huei Amanda Homer Nichloas Marie Valery Sylvain Samrawit	Galazka Lai Polo Saravia-Butler Fogle Bense Dinh Boyko Costes Gebre	M M W T V G	"[""Andrea Ballerini"",""Corrine Ying Xuan Chua"",""Jessica Rhudy"",""Antonia Susnjar"",""Nicola Di Trani"",""Priya R. Jain"",""Grit Laue"",""Danuta Lubicka"",""Yasaman Shirazi\u201a\u00c4\u00eaFard"",""Mauro Ferrari"",""Louis S. Stodieck"",""Samuel M. Cadena"",""Alessandro Grattoni""]"	OSD-247_Mmus_C57-6T_CLN_FLT_ISS-T_Rep5_F6	OSD-247_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000	Mmus_C57-6T_CLN_FLT_ISS-T_Rep5_F6		10.26030/g9z7-7b61	RR-6	Mus musculus	ISS-T Flight  6	flight	flight	colon	CLN->colon	high_explicit_sample_token
