gene_id	gene_symbol	studies_tested	meta_log2_fold_change	meta_se	meta_z	meta_p_value	direction_up_studies	direction_down_studies	q_heterogeneity	i2_percent	heterogeneity_p_value	meta_fdr_bh	eligible_meta	significant_fdr05_abs_log2fc1	consistent_direction
ENSMUSG00000045559	Olfr827	4	1.05312062528835	0.160077391430676	6.57882175537833	4.74190806903123e-11	3	1	20.7901319158928	85.5700771301664	0.000116387155595075	3.1336425283386e-08	TRUE	TRUE	mixed
ENSMUSG00000020604	Arsg	6	0.396691379964794	0.0606381768649139	6.54194107531496	6.07254308671956e-11	5	1	87.3727289487175	94.277390599835	2.39309684089193e-17	3.8586340129113e-08	TRUE	FALSE	mixed
ENSMUSG00000038539	Atf5	6	0.441463874246833	0.0677557115019106	6.5155226690282	7.24369822370665e-11	5	1	75.946714932283	93.416436768255	5.90204142092319e-15	4.43233845755028e-08	TRUE	FALSE	mixed
ENSMUSG00000041491	Cep78	6	0.341093689248708	0.0524374724849686	6.50476983509232	7.78124256663694e-11	4	2	16.0494790390518	68.8463408199486	0.00670421968805899	4.59121101583603e-08	TRUE	FALSE	mixed
ENSMUSG00000020431	Adcy1	6	1.0086156459322	0.156219632656772	6.45639494075767	1.07226558492311e-10	5	1	17.4143071055556	71.2879762043196	0.00377752244542347	6.10858611328091e-08	TRUE	TRUE	mixed
ENSMUSG00000078673	Mup19	6	-0.955194960998107	0.148710474248957	-6.42318549397543	1.33451706445028e-10	0	6	21.8239275154145	77.0893667216021	0.00056552422602703	7.34918547392768e-08	TRUE	FALSE	all_down
ENSMUSG00000050860	Phospho1	5	1.01286555400772	0.157937783321504	6.41306679571339	1.42620991931577e-10	4	1	11.7073498731084	65.8334290564944	0.0196654902948505	7.60077873452124e-08	TRUE	TRUE	mixed
ENSMUSG00000025229	Pitx3	2	-1.56296360583897	0.244284841948121	-6.39811947959876	1.57302182982588e-10	0	2	0.776758381740839	0	0.378134378957667	8.12121676579792e-08	TRUE	TRUE	all_down
ENSMUSG00000019996	Map7	6	0.268092225129946	0.0423245980240951	6.33419424272674	2.38584789286273e-10	4	2	16.3505427419015	69.419975355396	0.00591136185135489	1.19444221327228e-07	TRUE	FALSE	mixed
ENSMUSG00000073421	H2-Ab1	6	-0.473989722374498	0.0750814479509806	-6.31300721163446	2.73664739821834e-10	0	6	61.6457428575896	91.8891398363863	5.55173920545423e-12	1.32976916664604e-07	TRUE	FALSE	all_down
ENSMUSG00000022241	Tars	6	0.398631210191397	0.063406645588155	6.28689952754518	3.23868827608182e-10	2	4	55.1231324022675	90.9293979095529	1.23139704964165e-10	1.52875340026137e-07	TRUE	FALSE	mixed
ENSMUSG00000030278	Cidec	6	0.869469416852079	0.139334678056058	6.24015090128726	4.37148967749889e-10	5	1	102.927585809673	95.142215800878	1.27576549637081e-20	1.95192921518808e-07	TRUE	FALSE	mixed
ENSMUSG00000023067	Cdkn1a	6	1.01299886019962	0.164631876443872	6.15311495003813	7.59756955524673e-10	4	2	47.2329492695392	89.41416939377	5.09287757864337e-09	3.30314333216398e-07	TRUE	TRUE	mixed
ENSMUSG00000026536	Ifi211	6	-0.485721368095507	0.0793245430221366	-6.12321671944533	9.17048258321149e-10	0	6	9.48219700776644	47.2696043342622	0.0913089687490496	3.81892432095031e-07	TRUE	FALSE	all_down
ENSMUSG00000038526	Car14	6	0.417996116273023	0.068278749316643	6.12190645634945	9.24623042418815e-10	4	2	58.713602810411	91.4840858665321	2.24091719699949e-11	3.81892432095031e-07	TRUE	FALSE	mixed
ENSMUSG00000063590	Slc22a28	6	-0.7571385365602	0.124011065527581	-6.10541110455828	1.02536412146075e-09	3	3	47.5088312872465	89.4756409186975	4.47397466952129e-09	4.13171723186662e-07	TRUE	FALSE	mixed
ENSMUSG00000037157	Il22ra1	6	0.576112413355038	0.0946922519491549	6.08405018886215	1.17183895555578e-09	6	0	15.619123323744	67.9879600387106	0.00801995990619064	4.60951223446121e-07	TRUE	FALSE	all_up
ENSMUSG00000017428	Psmd11	6	0.296230016515888	0.048763837844483	6.07478881093446	1.2415100214991e-09	6	0	10.9489641308086	54.3335795033721	0.0524013168242294	4.76999699190385e-07	TRUE	FALSE	all_up
ENSMUSG00000017639	Rab11fip4	6	0.640869998936815	0.10620096909655	6.034502362725	1.59453297947735e-09	5	1	10.7992450833767	53.7004673808494	0.0555088969629796	5.98710894407848e-07	TRUE	FALSE	mixed
