term	reactome_id	name	url	n_genes
R-MMU-1483206_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS	R-MMU-1483206	Glycerophospholipid biosynthesis	https://reactome.org/PathwayBrowser/#/R-MMU-1483206	117
R-MMU-1483213_SYNTHESIS_OF_PE	R-MMU-1483213	Synthesis of PE	https://reactome.org/PathwayBrowser/#/R-MMU-1483213	11
R-MMU-1483226_SYNTHESIS_OF_PI	R-MMU-1483226	Synthesis of PI	https://reactome.org/PathwayBrowser/#/R-MMU-1483226	5
R-MMU-1483248_SYNTHESIS_OF_PIPS_AT_THE_ER_MEMBRANE	R-MMU-1483248	Synthesis of PIPs at the ER membrane	https://reactome.org/PathwayBrowser/#/R-MMU-1483248	5
R-MMU-1483249_INOSITOL_PHOSPHATE_METABOLISM	R-MMU-1483249	Inositol phosphate metabolism	https://reactome.org/PathwayBrowser/#/R-MMU-1483249	78
R-MMU-1483255_PI_METABOLISM	R-MMU-1483255	PI Metabolism	https://reactome.org/PathwayBrowser/#/R-MMU-1483255	76
R-MMU-1483257_PHOSPHOLIPID_METABOLISM	R-MMU-1483257	Phospholipid metabolism	https://reactome.org/PathwayBrowser/#/R-MMU-1483257	192
R-MMU-1489509_DAG_AND_IP3_SIGNALING	R-MMU-1489509	DAG and IP3 signaling	https://reactome.org/PathwayBrowser/#/R-MMU-1489509	26
R-MMU-1500620_MEIOSIS	R-MMU-1500620	Meiosis	https://reactome.org/PathwayBrowser/#/R-MMU-1500620	4
R-MMU-1500931_CELL_CELL_COMMUNICATION	R-MMU-1500931	Cell-Cell communication	https://reactome.org/PathwayBrowser/#/R-MMU-1500931	273
R-MMU-1502540_SIGNALING_BY_ACTIVIN	R-MMU-1502540	Signaling by Activin	https://reactome.org/PathwayBrowser/#/R-MMU-1502540	15
R-MMU-1538133_G0_AND_EARLY_G1	R-MMU-1538133	G0 and Early G1	https://reactome.org/PathwayBrowser/#/R-MMU-1538133	17
R-MMU-156580_PHASE_II_CONJUGATION_OF_COMPOUNDS	R-MMU-156580	Phase II - Conjugation of compounds	https://reactome.org/PathwayBrowser/#/R-MMU-156580	98
R-MMU-156581_METHYLATION	R-MMU-156581	Methylation	https://reactome.org/PathwayBrowser/#/R-MMU-156581	15
R-MMU-156582_ACETYLATION	R-MMU-156582	Acetylation	https://reactome.org/PathwayBrowser/#/R-MMU-156582	3
R-MMU-156584_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES	R-MMU-156584	Cytosolic sulfonation of small molecules	https://reactome.org/PathwayBrowser/#/R-MMU-156584	14
R-MMU-156587_AMINO_ACID_CONJUGATION	R-MMU-156587	Amino Acid conjugation	https://reactome.org/PathwayBrowser/#/R-MMU-156587	6
R-MMU-156588_GLUCURONIDATION	R-MMU-156588	Glucuronidation	https://reactome.org/PathwayBrowser/#/R-MMU-156588	24
R-MMU-156590_GLUTATHIONE_CONJUGATION	R-MMU-156590	Glutathione conjugation	https://reactome.org/PathwayBrowser/#/R-MMU-156590	37
R-MMU-1566948_ELASTIC_FIBRE_FORMATION	R-MMU-1566948	Elastic fibre formation	https://reactome.org/PathwayBrowser/#/R-MMU-1566948	39
R-MMU-1566977_FIBRONECTIN_MATRIX_FORMATION	R-MMU-1566977	Fibronectin matrix formation	https://reactome.org/PathwayBrowser/#/R-MMU-1566977	14
R-MMU-156711_POLO_LIKE_KINASE_MEDIATED_EVENTS	R-MMU-156711	Polo-like kinase mediated events	https://reactome.org/PathwayBrowser/#/R-MMU-156711	5
R-MMU-156827_L13A_MEDIATED_TRANSLATIONAL_SILENCING_OF_CERULOPLASMIN_EXPRESSION	R-MMU-156827	L13a-mediated translational silencing of Ceruloplasmin expression	https://reactome.org/PathwayBrowser/#/R-MMU-156827	113
R-MMU-156842_EUKARYOTIC_TRANSLATION_ELONGATION	R-MMU-156842	Eukaryotic Translation Elongation	https://reactome.org/PathwayBrowser/#/R-MMU-156842	5
R-MMU-156902_PEPTIDE_CHAIN_ELONGATION	R-MMU-156902	Peptide chain elongation	https://reactome.org/PathwayBrowser/#/R-MMU-156902	1
R-MMU-157118_SIGNALING_BY_NOTCH	R-MMU-157118	Signaling by NOTCH	https://reactome.org/PathwayBrowser/#/R-MMU-157118	40
R-MMU-157579_TELOMERE_MAINTENANCE	R-MMU-157579	Telomere Maintenance	https://reactome.org/PathwayBrowser/#/R-MMU-157579	106
R-MMU-157858_GAP_JUNCTION_TRAFFICKING_AND_REGULATION	R-MMU-157858	Gap junction trafficking and regulation	https://reactome.org/PathwayBrowser/#/R-MMU-157858	44
R-MMU-15869_METABOLISM_OF_NUCLEOTIDES	R-MMU-15869	Metabolism of nucleotides	https://reactome.org/PathwayBrowser/#/R-MMU-15869	98
R-MMU-1592230_MITOCHONDRIAL_BIOGENESIS	R-MMU-1592230	Mitochondrial biogenesis	https://reactome.org/PathwayBrowser/#/R-MMU-1592230	31
R-MMU-159227_TRANSPORT_OF_THE_SLBP_INDEPENDENT_MATURE_MRNA	R-MMU-159227	Transport of the SLBP independent Mature mRNA	https://reactome.org/PathwayBrowser/#/R-MMU-159227	35
R-MMU-159230_TRANSPORT_OF_THE_SLBP_DEPENDANT_MATURE_MRNA	R-MMU-159230	Transport of the SLBP Dependant Mature mRNA	https://reactome.org/PathwayBrowser/#/R-MMU-159230	36
R-MMU-159231_TRANSPORT_OF_MATURE_MRNA_DERIVED_FROM_AN_INTRONLESS_TRANSCRIPT	R-MMU-159231	Transport of Mature mRNA Derived from an Intronless Transcript	https://reactome.org/PathwayBrowser/#/R-MMU-159231	42
R-MMU-159234_TRANSPORT_OF_MATURE_MRNAS_DERIVED_FROM_INTRONLESS_TRANSCRIPTS	R-MMU-159234	Transport of Mature mRNAs Derived from Intronless Transcripts	https://reactome.org/PathwayBrowser/#/R-MMU-159234	43
R-MMU-159236_TRANSPORT_OF_MATURE_MRNA_DERIVED_FROM_AN_INTRON_CONTAINING_TRANSCRIPT	R-MMU-159236	Transport of Mature mRNA derived from an Intron-Containing Transcript	https://reactome.org/PathwayBrowser/#/R-MMU-159236	72
R-MMU-1592389_ACTIVATION_OF_MATRIX_METALLOPROTEINASES	R-MMU-1592389	Activation of Matrix Metalloproteinases	https://reactome.org/PathwayBrowser/#/R-MMU-1592389	36
R-MMU-159418_RECYCLING_OF_BILE_ACIDS_AND_SALTS	R-MMU-159418	Recycling of bile acids and salts	https://reactome.org/PathwayBrowser/#/R-MMU-159418	17
R-MMU-159424_CONJUGATION_OF_CARBOXYLIC_ACIDS	R-MMU-159424	Conjugation of carboxylic acids	https://reactome.org/PathwayBrowser/#/R-MMU-159424	6
R-MMU-159740_GAMMA_CARBOXYLATION_OF_PROTEIN_PRECURSORS	R-MMU-159740	Gamma-carboxylation of protein precursors	https://reactome.org/PathwayBrowser/#/R-MMU-159740	9
R-MMU-159763_TRANSPORT_OF_GAMMA_CARBOXYLATED_PROTEIN_PRECURSORS_FROM_THE_ENDOPLASMIC_RETICULUM_TO_THE_GOLGI_APPARATUS	R-MMU-159763	Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus	https://reactome.org/PathwayBrowser/#/R-MMU-159763	9
R-MMU-159782_REMOVAL_OF_AMINOTERMINAL_PROPEPTIDES_FROM_GAMMA_CARBOXYLATED_PROTEINS	R-MMU-159782	Removal of aminoterminal propeptides from gamma-carboxylated proteins	https://reactome.org/PathwayBrowser/#/R-MMU-159782	10
R-MMU-159854_GAMMA_CARBOXYLATION_TRANSPORT_AND_AMINO_TERMINAL_CLEAVAGE_OF_PROTEINS	R-MMU-159854	Gamma-carboxylation, transport, and amino-terminal cleavage of proteins	https://reactome.org/PathwayBrowser/#/R-MMU-159854	11
R-MMU-1606322_ZBP1_DAI_MEDIATED_INDUCTION_OF_TYPE_I_IFNS	R-MMU-1606322	ZBP1(DAI) mediated induction of type I IFNs	https://reactome.org/PathwayBrowser/#/R-MMU-1606322	13
R-MMU-1606341_IRF3_MEDIATED_ACTIVATION_OF_TYPE_1_IFN	R-MMU-1606341	IRF3 mediated activation of type 1 IFN	https://reactome.org/PathwayBrowser/#/R-MMU-1606341	1
R-MMU-1614517_SULFIDE_OXIDATION_TO_SULFATE	R-MMU-1614517	Sulfide oxidation to sulfate	https://reactome.org/PathwayBrowser/#/R-MMU-1614517	5
R-MMU-1614558_DEGRADATION_OF_CYSTEINE_AND_HOMOCYSTEINE	R-MMU-1614558	Degradation of cysteine and homocysteine	https://reactome.org/PathwayBrowser/#/R-MMU-1614558	13
R-MMU-1614603_CYSTEINE_FORMATION_FROM_HOMOCYSTEINE	R-MMU-1614603	Cysteine formation from homocysteine	https://reactome.org/PathwayBrowser/#/R-MMU-1614603	2
R-MMU-1614635_SULFUR_AMINO_ACID_METABOLISM	R-MMU-1614635	Sulfur amino acid metabolism	https://reactome.org/PathwayBrowser/#/R-MMU-1614635	26
R-MMU-162582_SIGNAL_TRANSDUCTION	R-MMU-162582	Signal Transduction	https://reactome.org/PathwayBrowser/#/R-MMU-162582	2231
R-MMU-162658_GOLGI_CISTERNAE_PERICENTRIOLAR_STACK_REORGANIZATION	R-MMU-162658	Golgi Cisternae Pericentriolar Stack Reorganization	https://reactome.org/PathwayBrowser/#/R-MMU-162658	10
R-MMU-162699_SYNTHESIS_OF_DOLICHYL_PHOSPHATE_MANNOSE	R-MMU-162699	Synthesis of dolichyl-phosphate mannose	https://reactome.org/PathwayBrowser/#/R-MMU-162699	4
R-MMU-162710_SYNTHESIS_OF_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI	R-MMU-162710	Synthesis of glycosylphosphatidylinositol (GPI)	https://reactome.org/PathwayBrowser/#/R-MMU-162710	17
R-MMU-162791_ATTACHMENT_OF_GPI_ANCHOR_TO_UPAR	R-MMU-162791	Attachment of GPI anchor to uPAR	https://reactome.org/PathwayBrowser/#/R-MMU-162791	7
R-MMU-1630316_GLYCOSAMINOGLYCAN_METABOLISM	R-MMU-1630316	Glycosaminoglycan metabolism	https://reactome.org/PathwayBrowser/#/R-MMU-1630316	133
R-MMU-163125_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS	R-MMU-163125	Post-translational modification: synthesis of GPI-anchored proteins	https://reactome.org/PathwayBrowser/#/R-MMU-163125	90
R-MMU-163210_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING	R-MMU-163210	Formation of ATP by chemiosmotic coupling	https://reactome.org/PathwayBrowser/#/R-MMU-163210	20
R-MMU-163282_MITOCHONDRIAL_TRANSCRIPTION_INITIATION	R-MMU-163282	Mitochondrial transcription initiation	https://reactome.org/PathwayBrowser/#/R-MMU-163282	3
R-MMU-1632852_MACROAUTOPHAGY	R-MMU-1632852	Macroautophagy	https://reactome.org/PathwayBrowser/#/R-MMU-1632852	129
R-MMU-163316_MITOCHONDRIAL_TRANSCRIPTION_TERMINATION	R-MMU-163316	Mitochondrial transcription termination	https://reactome.org/PathwayBrowser/#/R-MMU-163316	1
R-MMU-163359_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION	R-MMU-163359	Glucagon signaling in metabolic regulation	https://reactome.org/PathwayBrowser/#/R-MMU-163359	7
R-MMU-163560_TRIGLYCERIDE_CATABOLISM	R-MMU-163560	Triglyceride catabolism	https://reactome.org/PathwayBrowser/#/R-MMU-163560	11
R-MMU-163615_PKA_ACTIVATION	R-MMU-163615	PKA activation	https://reactome.org/PathwayBrowser/#/R-MMU-163615	17
R-MMU-163680_AMPK_INHIBITS_CHREBP_TRANSCRIPTIONAL_ACTIVATION_ACTIVITY	R-MMU-163680	AMPK inhibits chREBP transcriptional activation activity	https://reactome.org/PathwayBrowser/#/R-MMU-163680	6
R-MMU-163685_INTEGRATION_OF_ENERGY_METABOLISM	R-MMU-163685	Integration of energy metabolism	https://reactome.org/PathwayBrowser/#/R-MMU-163685	72
R-MMU-163754_INSULIN_EFFECTS_INCREASED_SYNTHESIS_OF_XYLULOSE_5_PHOSPHATE	R-MMU-163754	Insulin effects increased synthesis of Xylulose-5-Phosphate	https://reactome.org/PathwayBrowser/#/R-MMU-163754	2
R-MMU-1638074_KERATAN_SULFATE_KERATIN_METABOLISM	R-MMU-1638074	Keratan sulfate/keratin metabolism	https://reactome.org/PathwayBrowser/#/R-MMU-1638074	37
R-MMU-1638091_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM	R-MMU-1638091	Heparan sulfate/heparin (HS-GAG) metabolism	https://reactome.org/PathwayBrowser/#/R-MMU-1638091	39
R-MMU-163841_GAMMA_CARBOXYLATION_HYPUSINYLATION_HYDROXYLATION_AND_ARYLSULFATASE_ACTIVATION	R-MMU-163841	Gamma carboxylation, hypusinylation, hydroxylation, and arylsulfatase activation	https://reactome.org/PathwayBrowser/#/R-MMU-163841	56
R-MMU-1640170_CELL_CYCLE	R-MMU-1640170	Cell Cycle	https://reactome.org/PathwayBrowser/#/R-MMU-1640170	613
R-MMU-164378_PKA_ACTIVATION_IN_GLUCAGON_SIGNALLING	R-MMU-164378	PKA activation in glucagon signalling	https://reactome.org/PathwayBrowser/#/R-MMU-164378	5
R-MMU-1650814_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES	R-MMU-1650814	Collagen biosynthesis and modifying enzymes	https://reactome.org/PathwayBrowser/#/R-MMU-1650814	61
R-MMU-165158_ACTIVATION_OF_AKT2	R-MMU-165158	Activation of AKT2	https://reactome.org/PathwayBrowser/#/R-MMU-165158	4
R-MMU-165159_MTOR_SIGNALLING	R-MMU-165159	MTOR signalling	https://reactome.org/PathwayBrowser/#/R-MMU-165159	43
R-MMU-165181_INHIBITION_OF_TSC_COMPLEX_FORMATION_BY_AKT_PKB	R-MMU-165181	Inhibition of TSC complex formation by AKT (PKB)	https://reactome.org/PathwayBrowser/#/R-MMU-165181	5
R-MMU-1655829_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF	R-MMU-1655829	Regulation of cholesterol biosynthesis by SREBP (SREBF)	https://reactome.org/PathwayBrowser/#/R-MMU-1655829	7
R-MMU-166016_TOLL_LIKE_RECEPTOR_4_TLR4_CASCADE	R-MMU-166016	Toll Like Receptor 4 (TLR4) Cascade	https://reactome.org/PathwayBrowser/#/R-MMU-166016	120
R-MMU-166020_TRANSFER_OF_LPS_FROM_LBP_CARRIER_TO_CD14	R-MMU-166020	Transfer of LPS from LBP carrier to CD14	https://reactome.org/PathwayBrowser/#/R-MMU-166020	2
R-MMU-1660499_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE	R-MMU-1660499	Synthesis of PIPs at the plasma membrane	https://reactome.org/PathwayBrowser/#/R-MMU-1660499	50
R-MMU-1660514_SYNTHESIS_OF_PIPS_AT_THE_GOLGI_MEMBRANE	R-MMU-1660514	Synthesis of PIPs at the Golgi membrane	https://reactome.org/PathwayBrowser/#/R-MMU-1660514	17
R-MMU-1660516_SYNTHESIS_OF_PIPS_AT_THE_EARLY_ENDOSOME_MEMBRANE	R-MMU-1660516	Synthesis of PIPs at the early endosome membrane	https://reactome.org/PathwayBrowser/#/R-MMU-1660516	15
R-MMU-1660517_SYNTHESIS_OF_PIPS_AT_THE_LATE_ENDOSOME_MEMBRANE	R-MMU-1660517	Synthesis of PIPs at the late endosome membrane	https://reactome.org/PathwayBrowser/#/R-MMU-1660517	10
R-MMU-166058_MYD88_MAL_TIRAP_CASCADE_INITIATED_ON_PLASMA_MEMBRANE	R-MMU-166058	MyD88:MAL(TIRAP) cascade initiated on plasma membrane	https://reactome.org/PathwayBrowser/#/R-MMU-166058	85
R-MMU-1660661_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS	R-MMU-1660661	Sphingolipid de novo biosynthesis	https://reactome.org/PathwayBrowser/#/R-MMU-1660661	27
R-MMU-1660662_GLYCOSPHINGOLIPID_METABOLISM	R-MMU-1660662	Glycosphingolipid metabolism	https://reactome.org/PathwayBrowser/#/R-MMU-1660662	53
R-MMU-166166_MYD88_INDEPENDENT_TLR4_CASCADE	R-MMU-166166	MyD88-independent TLR4 cascade 	https://reactome.org/PathwayBrowser/#/R-MMU-166166	102
R-MMU-166187_MITOCHONDRIAL_UNCOUPLING	R-MMU-166187	Mitochondrial Uncoupling	https://reactome.org/PathwayBrowser/#/R-MMU-166187	7
R-MMU-166208_MTORC1_MEDIATED_SIGNALLING	R-MMU-166208	mTORC1-mediated signalling	https://reactome.org/PathwayBrowser/#/R-MMU-166208	23
R-MMU-1663150_THE_ACTIVATION_OF_ARYLSULFATASES	R-MMU-1663150	The activation of arylsulfatases	https://reactome.org/PathwayBrowser/#/R-MMU-1663150	9
R-MMU-166520_SIGNALING_BY_NTRKS	R-MMU-166520	Signaling by NTRKs	https://reactome.org/PathwayBrowser/#/R-MMU-166520	75
R-MMU-166658_COMPLEMENT_CASCADE	R-MMU-166658	Complement cascade	https://reactome.org/PathwayBrowser/#/R-MMU-166658	154
R-MMU-166662_LECTIN_PATHWAY_OF_COMPLEMENT_ACTIVATION	R-MMU-166662	Lectin pathway of complement activation	https://reactome.org/PathwayBrowser/#/R-MMU-166662	7
R-MMU-166663_INITIAL_TRIGGERING_OF_COMPLEMENT	R-MMU-166663	Initial triggering of complement	https://reactome.org/PathwayBrowser/#/R-MMU-166663	126
R-MMU-166665_TERMINAL_PATHWAY_OF_COMPLEMENT	R-MMU-166665	Terminal pathway of complement	https://reactome.org/PathwayBrowser/#/R-MMU-166665	8
R-MMU-166786_CREATION_OF_C4_AND_C2_ACTIVATORS	R-MMU-166786	Creation of C4 and C2 activators	https://reactome.org/PathwayBrowser/#/R-MMU-166786	119
R-MMU-167044_SIGNALLING_TO_RAS	R-MMU-167044	Signalling to RAS	https://reactome.org/PathwayBrowser/#/R-MMU-167044	12
R-MMU-167060_NGF_PROCESSING	R-MMU-167060	NGF processing	https://reactome.org/PathwayBrowser/#/R-MMU-167060	4
R-MMU-167826_THE_FATTY_ACID_CYCLING_MODEL	R-MMU-167826	The fatty acid cycling model	https://reactome.org/PathwayBrowser/#/R-MMU-167826	5
R-MMU-1679131_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR	R-MMU-1679131	Trafficking and processing of endosomal TLR	https://reactome.org/PathwayBrowser/#/R-MMU-1679131	11
R-MMU-168138_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE	R-MMU-168138	Toll Like Receptor 9 (TLR9) Cascade	https://reactome.org/PathwayBrowser/#/R-MMU-168138	98
R-MMU-168142_TOLL_LIKE_RECEPTOR_10_TLR10_CASCADE	R-MMU-168142	Toll Like Receptor 10 (TLR10) Cascade	https://reactome.org/PathwayBrowser/#/R-MMU-168142	84
R-MMU-168164_TOLL_LIKE_RECEPTOR_3_TLR3_CASCADE	R-MMU-168164	Toll Like Receptor 3 (TLR3) Cascade	https://reactome.org/PathwayBrowser/#/R-MMU-168164	82
R-MMU-168176_TOLL_LIKE_RECEPTOR_5_TLR5_CASCADE	R-MMU-168176	Toll Like Receptor 5 (TLR5) Cascade	https://reactome.org/PathwayBrowser/#/R-MMU-168176	84
R-MMU-168179_TOLL_LIKE_RECEPTOR_TLR1_TLR2_CASCADE	R-MMU-168179	Toll Like Receptor TLR1:TLR2 Cascade	https://reactome.org/PathwayBrowser/#/R-MMU-168179	85
R-MMU-168181_TOLL_LIKE_RECEPTOR_7_8_TLR7_8_CASCADE	R-MMU-168181	Toll Like Receptor 7/8 (TLR7/8) Cascade	https://reactome.org/PathwayBrowser/#/R-MMU-168181	94
R-MMU-168188_TOLL_LIKE_RECEPTOR_TLR6_TLR2_CASCADE	R-MMU-168188	Toll Like Receptor TLR6:TLR2 Cascade	https://reactome.org/PathwayBrowser/#/R-MMU-168188	85
R-MMU-168249_INNATE_IMMUNE_SYSTEM	R-MMU-168249	Innate Immune System	https://reactome.org/PathwayBrowser/#/R-MMU-168249	1053
R-MMU-168256_IMMUNE_SYSTEM	R-MMU-168256	Immune System	https://reactome.org/PathwayBrowser/#/R-MMU-168256	1874
R-MMU-168638_NOD1_2_SIGNALING_PATHWAY	R-MMU-168638	NOD1/2 Signaling Pathway	https://reactome.org/PathwayBrowser/#/R-MMU-168638	32
R-MMU-168643_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS	R-MMU-168643	Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways	https://reactome.org/PathwayBrowser/#/R-MMU-168643	46
R-MMU-168898_TOLL_LIKE_RECEPTOR_CASCADES	R-MMU-168898	Toll-like Receptor Cascades	https://reactome.org/PathwayBrowser/#/R-MMU-168898	151
R-MMU-168928_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA	R-MMU-168928	DDX58/IFIH1-mediated induction of interferon-alpha/beta	https://reactome.org/PathwayBrowser/#/R-MMU-168928	34
R-MMU-169893_PROLONGED_ERK_ACTIVATION_EVENTS	R-MMU-169893	Prolonged ERK activation events	https://reactome.org/PathwayBrowser/#/R-MMU-169893	14
R-MMU-169911_REGULATION_OF_APOPTOSIS	R-MMU-169911	Regulation of Apoptosis	https://reactome.org/PathwayBrowser/#/R-MMU-169911	2
R-MMU-170660_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY	R-MMU-170660	Adenylate cyclase activating pathway	https://reactome.org/PathwayBrowser/#/R-MMU-170660	10
R-MMU-170670_ADENYLATE_CYCLASE_INHIBITORY_PATHWAY	R-MMU-170670	Adenylate cyclase inhibitory pathway	https://reactome.org/PathwayBrowser/#/R-MMU-170670	14
R-MMU-170822_REGULATION_OF_GLUCOKINASE_BY_GLUCOKINASE_REGULATORY_PROTEIN	R-MMU-170822	Regulation of Glucokinase by Glucokinase Regulatory Protein	https://reactome.org/PathwayBrowser/#/R-MMU-170822	32
R-MMU-170834_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX	R-MMU-170834	Signaling by TGF-beta Receptor Complex	https://reactome.org/PathwayBrowser/#/R-MMU-170834	75
R-MMU-170968_FRS2_MEDIATED_ACTIVATION	R-MMU-170968	Frs2-mediated activation	https://reactome.org/PathwayBrowser/#/R-MMU-170968	12
R-MMU-170984_ARMS_MEDIATED_ACTIVATION	R-MMU-170984	ARMS-mediated activation	https://reactome.org/PathwayBrowser/#/R-MMU-170984	5
R-MMU-171007_P38MAPK_EVENTS	R-MMU-171007	p38MAPK events	https://reactome.org/PathwayBrowser/#/R-MMU-171007	7
R-MMU-171319_TELOMERE_EXTENSION_BY_TELOMERASE	R-MMU-171319	Telomere Extension By Telomerase	https://reactome.org/PathwayBrowser/#/R-MMU-171319	20
R-MMU-173599_FORMATION_OF_THE_ACTIVE_COFACTOR_UDP_GLUCURONATE	R-MMU-173599	Formation of the active cofactor, UDP-glucuronate	https://reactome.org/PathwayBrowser/#/R-MMU-173599	4
R-MMU-173623_CLASSICAL_ANTIBODY_MEDIATED_COMPLEMENT_ACTIVATION	R-MMU-173623	Classical antibody-mediated complement activation	https://reactome.org/PathwayBrowser/#/R-MMU-173623	112
R-MMU-173736_ALTERNATIVE_COMPLEMENT_ACTIVATION	R-MMU-173736	Alternative complement activation	https://reactome.org/PathwayBrowser/#/R-MMU-173736	5
R-MMU-174048_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B	R-MMU-174048	APC/C:Cdc20 mediated degradation of Cyclin B	https://reactome.org/PathwayBrowser/#/R-MMU-174048	25
